# GO_ID	C0	C1	Gene	C3	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16
GO:0005509	UniProtKB	A0A024QZ42	PDCD6		GO_REF:0000002	IEA	InterPro:IPR002048	F	HCG1985580, isoform CRA_c	A0A024QZ42_HUMAN|PDCD6|hCG_1985580	protein	taxon:9606	20160409	InterPro		
GO:0050698	UniProtKB	Q7LGC8	CHST3		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000000697	F	Carbohydrate sulfotransferase 3	CHST3_HUMAN|CHST3	protein	taxon:9606	20160409	Ensembl		
GO:0097476	UniProtKB	Q7RTU3	OLIG3		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000057106	P	Oligodendrocyte transcription factor 3	OLIG3_HUMAN|OLIG3|BHLHB7|BHLHE20	protein	taxon:9606	20160409	Ensembl		
GO:0035992	UniProtKB	Q7RTU7	SCX		GO_REF:0000024	ISS	UniProtKB:Q64124	P	Basic helix-loop-helix transcription factor scleraxis	SCX_HUMAN|SCX|BHLHA41|BHLHA48|SCXA|SCXB	protein	taxon:9606	20110901	UniProt		
GO:0001582	UniProtKB	Q7RTX0	TAS1R3		PMID:16720576	IDA		P	Taste receptor type 1 member 3	TS1R3_HUMAN|TAS1R3|T1R3|TR3	protein	taxon:9606	20070321	HGNC		
GO:1903767	UniProtKB	Q7RTX0	TAS1R3		PMID:16720576	IDA		C	Taste receptor type 1 member 3	TS1R3_HUMAN|TAS1R3|T1R3|TR3	protein	taxon:9606	20141222	BHF-UCL		
GO:0033041	UniProtKB	Q7RTX0	TAS1R3	contributes_to	PMID:16720576	IDA		F	Taste receptor type 1 member 3	TS1R3_HUMAN|TAS1R3|T1R3|TR3	protein	taxon:9606	20071011	HGNC		
GO:0043229	UniProtKB	Q7RTY9	PRSS41		GO_REF:0000024	ISS	UniProtKB:Q920S2	C	Putative serine protease 41	PRS41_HUMAN|PRSS41|TESSP1	protein	taxon:9606	20110915	UniProt		
GO:0046403	UniProtKB	Q7Z2E3	APTX		PMID:17519253	IDA		F	Aprataxin	APTX_HUMAN|APTX|AXA1	protein	taxon:9606	20071031	UniProt		UniProtKB:Q7Z2E3-1
GO:0098506	UniProtKB	Q7Z2E3	APTX		PMID:17519253	IDA		P	Aprataxin	APTX_HUMAN|APTX|AXA1	protein	taxon:9606	20160410	GOC		UniProtKB:Q7Z2E3-1
GO:0002940	UniProtKB	Q7Z2T5	TRMT1L	NOT	GO_REF:0000033	IBA	PANTHER:PTN000066953	P	TRMT1-like protein	TRM1L_HUMAN|TRMT1L|C1orf25|TRM1L|MSTP070	protein	taxon:9606	20150331	GO_Central		
GO:0039507	UniProtKB	Q7Z2W4	ZC3HAV1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000144312	P	Zinc finger CCCH-type antiviral protein 1	ZCCHV_HUMAN|ZC3HAV1|ZC3HDC2|PRO1677	protein	taxon:9606	20160409	Ensembl		
GO:0010635	UniProtKB	Q7Z2X4	PID1		PMID:20165904	IC	GO:0010628	P	PTB-containing, cubilin and LRP1-interacting protein	PCLI1_HUMAN|PID1|NYGGF4|PCLI1|HMFN2073	protein	taxon:9606	20111201	BHF-UCL		
GO:0070346	UniProtKB	Q7Z2X4	PID1		PMID:16815647	IDA		P	PTB-containing, cubilin and LRP1-interacting protein	PCLI1_HUMAN|PID1|NYGGF4|PCLI1|HMFN2073	protein	taxon:9606	20111201	BHF-UCL		
GO:2001170	UniProtKB	Q7Z2X4	PID1		PMID:20165904	IMP		P	PTB-containing, cubilin and LRP1-interacting protein	PCLI1_HUMAN|PID1|NYGGF4|PCLI1|HMFN2073	protein	taxon:9606	20111201	BHF-UCL		
GO:0060721	UniProtKB	Q7Z2Y5	NRK		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000063397	P	Nik-related protein kinase	NRK_HUMAN|NRK	protein	taxon:9606	20160409	Ensembl		
GO:0001147	UniProtKB	Q7Z333	SETX		PMID:21700224	IDA		F	Probable helicase senataxin	SETX_HUMAN|SETX|ALS4|KIAA0625|SCAR1	protein	taxon:9606	20141113	UniProt		
GO:0060566	UniProtKB	Q7Z333	SETX		PMID:19515850	IMP		P	Probable helicase senataxin	SETX_HUMAN|SETX|ALS4|KIAA0625|SCAR1	protein	taxon:9606	20141113	UniProt		
GO:2000806	UniProtKB	Q7Z333	SETX		PMID:21700224	IMP		P	Probable helicase senataxin	SETX_HUMAN|SETX|ALS4|KIAA0625|SCAR1	protein	taxon:9606	20141113	UniProt		
GO:0071547	UniProtKB	Q7Z3Z4	PIWIL4		GO_REF:0000024	ISS	UniProtKB:Q8CGT6	C	Piwi-like protein 4	PIWL4_HUMAN|PIWIL4|HIWI2|PIWI	protein	taxon:9606	20100114	UniProt		
GO:0071660	UniProtKB	Q7Z434	MAVS		PMID:16127453	IDA		P	Mitochondrial antiviral-signaling protein	MAVS_HUMAN|MAVS|IPS1|KIAA1271|VISA	protein	taxon:9606	20110310	BHF-UCL		
GO:0001581	UniProtKB	Q7Z443	PKD1L3		GO_REF:0000024	ISS	UniProtKB:Q2EG98	P	Polycystic kidney disease protein 1-like 3	PK1L3_HUMAN|PKD1L3	protein	taxon:9606	20120119	BHF-UCL		
GO:0034703	UniProtKB	Q7Z443	PKD1L3		GO_REF:0000024	ISS	UniProtKB:Q2EG98	C	Polycystic kidney disease protein 1-like 3	PK1L3_HUMAN|PKD1L3	protein	taxon:9606	20141103	BHF-UCL		
GO:0033040	UniProtKB	Q7Z443	PKD1L3	NOT	GO_REF:0000024	ISS	UniProtKB:Q2EG98	F	Polycystic kidney disease protein 1-like 3	PK1L3_HUMAN|PKD1L3	protein	taxon:9606	20140404	UniProt		
GO:0031592	UniProtKB	Q7Z460	CLASP1		PMID:16914514	IDA		C	CLIP-associating protein 1	CLAP1_HUMAN|CLASP1|KIAA0622|MAST1	protein	taxon:9606	20080129	UniProt		
GO:0060027	UniProtKB	Q7Z494	NPHP3		PMID:18371931	IGI	UniProtKB:Q6AZT7	P	Nephrocystin-3	NPHP3_HUMAN|NPHP3|KIAA2000	protein	taxon:9606	20120814	BHF-UCL		
GO:0071908	UniProtKB	Q7Z494	NPHP3		PMID:20007846	IMP		P	Nephrocystin-3	NPHP3_HUMAN|NPHP3|KIAA2000	protein	taxon:9606	20130228	BHF-UCL		
GO:0071909	UniProtKB	Q7Z494	NPHP3		PMID:18371931	IMP		P	Nephrocystin-3	NPHP3_HUMAN|NPHP3|KIAA2000	protein	taxon:9606	20130228	BHF-UCL		
GO:2000095	UniProtKB	Q7Z494	NPHP3		GO_REF:0000024	ISS	UniProtKB:Q6AZT7	P	Nephrocystin-3	NPHP3_HUMAN|NPHP3|KIAA2000	protein	taxon:9606	20101028	UniProt		
GO:2000167	UniProtKB	Q7Z494	NPHP3		PMID:18371931	IC	GO:0060027	P	Nephrocystin-3	NPHP3_HUMAN|NPHP3|KIAA2000	protein	taxon:9606	20120814	BHF-UCL		
GO:2000346	UniProtKB	Q7Z4I7	LIMS2		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000025254	P	LIM and senescent cell antigen-like-containing domain protein 2	LIMS2_HUMAN|LIMS2|PINCH2	protein	taxon:9606	20160409	Ensembl		
GO:0021509	UniProtKB	Q7Z4P5	GDF7		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000038301	P	Growth/differentiation factor 7	GDF7_HUMAN|GDF7	protein	taxon:9606	20160409	Ensembl		
GO:2001051	UniProtKB	Q7Z4P5	GDF7		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000038301	P	Growth/differentiation factor 7	GDF7_HUMAN|GDF7	protein	taxon:9606	20160409	Ensembl		
GO:0050038	UniProtKB	Q7Z4W1	DCXR		PMID:11882650	EXP		F	L-xylulose reductase	DCXR_HUMAN|DCXR|SDR20C1	protein	taxon:9606	20150103	Reactome		
GO:0002178	UniProtKB	Q7Z5G4	GOLGA7		PMID:16000296	IDA		C	Golgin subfamily A member 7	GOGA7_HUMAN|GOLGA7|GCP16|HDCKB03P|HSPC041	protein	taxon:9606	20131211	UniProt		
GO:0018230	UniProtKB	Q7Z5G4	GOLGA7		PMID:16000296	IDA		P	Golgin subfamily A member 7	GOGA7_HUMAN|GOLGA7|GCP16|HDCKB03P|HSPC041	protein	taxon:9606	20131211	UniProt		
GO:0031228	UniProtKB	Q7Z5G4	GOLGA7		PMID:14522980	IDA		C	Golgin subfamily A member 7	GOGA7_HUMAN|GOLGA7|GCP16|HDCKB03P|HSPC041	protein	taxon:9606	20131210	UniProt	localization_dependent_on(CHEBI:22065)	
GO:0016503	UniProtKB	Q7Z5H4	VN1R5		GO_REF:0000002	IEA	InterPro:IPR004072	F	Vomeronasal type-1 receptor 5	VN1R5_HUMAN|VN1R5|V1RL5	protein	taxon:9606	20160409	InterPro		
GO:1900248	UniProtKB	Q7Z5Q1	CPEB2		GO_REF:0000024	ISS	UniProtKB:D3ZHK8-2	P	Cytoplasmic polyadenylation element-binding protein 2	CPEB2_HUMAN|CPEB2	protein	taxon:9606	20131115	UniProt		
GO:2000632	UniProtKB	Q7Z5W3	BCDIN3D		PMID:23063121	IDA		P	Pre-miRNA 5'-monophosphate methyltransferase	BN3D2_HUMAN|BCDIN3D	protein	taxon:9606	20121022	UniProt		
GO:0018025	UniProtKB	Q7Z624	CAMKMT		Reactome:R-HSA-6786205	TAS		F	Calmodulin-lysine N-methyltransferase	CMKMT_HUMAN|CAMKMT|C2orf34|CLNMT	protein	taxon:9606	20150706	Reactome		
GO:0090311	UniProtKB	Q7Z698	SPRED2		PMID:20736167	ISS	UniProtKB:Q924S7	P	Sprouty-related, EVH1 domain-containing protein 2	SPRE2_HUMAN|SPRED2	protein	taxon:9606	20120917	BHF-UCL	has_input(UniProtKB:P04637)	
GO:1902367	UniProtKB	Q7Z6K4	NRARP		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000100615	P	Notch-regulated ankyrin repeat-containing protein	NRARP_HUMAN|NRARP	protein	taxon:9606	20160409	Ensembl		
GO:0061379	UniProtKB	Q7Z6R9	TFAP2D		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000037699	P	Transcription factor AP-2-delta	AP2D_HUMAN|TFAP2D|TFAP2BL1	protein	taxon:9606	20160409	Ensembl		
GO:0002100	UniProtKB	Q7Z6V5	ADAT2		GO_REF:0000002	IEA	InterPro:IPR028883	P	tRNA-specific adenosine deaminase 2	ADAT2_HUMAN|ADAT2|DEADC1	protein	taxon:9606	20160409	InterPro		
GO:0052717	UniProtKB	Q7Z6V5	ADAT2		GO_REF:0000033	IBA	PANTHER:PTN000118391	F	tRNA-specific adenosine deaminase 2	ADAT2_HUMAN|ADAT2|DEADC1	protein	taxon:9606	20150722	GO_Central		
GO:0052718	UniProtKB	Q7Z6V5	ADAT2		GO_REF:0000033	IBA	PANTHER:PTN000118391	C	tRNA-specific adenosine deaminase 2	ADAT2_HUMAN|ADAT2|DEADC1	protein	taxon:9606	20150722	GO_Central		
GO:0043271	UniProtKB	Q7Z7A4	PXK		GO_REF:0000033	IBA	PANTHER:PTN000543297	P	PX domain-containing protein kinase-like protein	PXK_HUMAN|PXK	protein	taxon:9606	20150813	GO_Central		
GO:0033315	UniProtKB	Q7Z7C7	STRA8		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000031876	P	Stimulated by retinoic acid gene 8 protein homolog	STRA8_HUMAN|STRA8	protein	taxon:9606	20160409	Ensembl		
GO:0008427	UniProtKB	Q7Z7J9	CAMK2N1		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000021864	F	Calcium/calmodulin-dependent protein kinase II inhibitor 1	CK2N1_HUMAN|CAMK2N1	protein	taxon:9606	20160409	Ensembl		
GO:0055113	UniProtKB	Q7Z7M0	MEGF8		PMID:23063620	IMP		P	Multiple epidermal growth factor-like domains protein 8	MEGF8_HUMAN|MEGF8|C19orf49|EGFL4|KIAA0817	protein	taxon:9606	20140206	UniProt		
GO:0000789	UniProtKB	Q86SE8	NPM2		PMID:12714744	IDA		C	Nucleoplasmin-2	NPM2_HUMAN|NPM2	protein	taxon:9606	20031117	UniProt		
GO:0097543	UniProtKB	Q86SG6	NEK8		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000017549	C	Serine/threonine-protein kinase Nek8	NEK8_HUMAN|NEK8|JCK|NEK12A	protein	taxon:9606	20160409	Ensembl		
GO:0060280	UniProtKB	Q86SP6	GPR149		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000060893	P	Probable G-protein coupled receptor 149	GP149_HUMAN|GPR149|PGR10	protein	taxon:9606	20160409	Ensembl		
GO:0002094	UniProtKB	Q86SQ9	DHDDS	contributes_to	PMID:25066056	IDA		F	Dehydrodolichyl diphosphate syntase complex subunit DHDDS	DHDDS_HUMAN|DHDDS|HDS	protein	taxon:9606	20150416	MGI		
GO:0070506	UniProtKB	Q86SU0	ILDR1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000023617	F	Immunoglobulin-like domain-containing receptor 1	ILDR1_HUMAN|ILDR1	protein	taxon:9606	20160409	Ensembl		
GO:0060481	UniProtKB	Q86TH1	ADAMTSL2		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000088774	P	ADAMTS-like protein 2	ATL2_HUMAN|ADAMTSL2|KIAA0605	protein	taxon:9606	20160409	Ensembl		
GO:0051697	UniProtKB	Q86TL0	ATG4D		GO_REF:0000033	IBA	PANTHER:PTN000504505	P	Cysteine protease ATG4D	ATG4D_HUMAN|ATG4D|APG4D|AUTL4	protein	taxon:9606	20140604	GO_Central		
GO:0000215	UniProtKB	Q86TN4	TRPT1		GO_REF:0000003	IEA	EC:2.7.1.160	F	tRNA 2'-phosphotransferase 1	TRPT1_HUMAN|TRPT1	protein	taxon:9606	20160409	UniProt		
GO:0018023	UniProtKB	Q86TU7	SETD3		GO_REF:0000024	ISS	UniProtKB:Q7SXS7	P	Histone-lysine N-methyltransferase setd3	SETD3_HUMAN|SETD3|C14orf154	protein	taxon:9606	20110316	UniProt		
GO:0018027	UniProtKB	Q86TU7	SETD3		GO_REF:0000024	ISS	UniProtKB:Q7SXS7	P	Histone-lysine N-methyltransferase setd3	SETD3_HUMAN|SETD3|C14orf154	protein	taxon:9606	20110316	UniProt		
GO:0097428	UniProtKB	Q86U28	ISCA2		GO_REF:0000033	IBA	PANTHER:PTN000007991	P	Iron-sulfur cluster assembly 2 homolog, mitochondrial	ISCA2_HUMAN|ISCA2|HBLD1	protein	taxon:9606	20150708	GO_Central		
GO:1990744	UniProtKB	Q86U44	METTL3		PMID:25799998	IDA		P	N6-adenosine-methyltransferase 70 kDa subunit	MTA70_HUMAN|METTL3|MTA70	protein	taxon:9606	20150521	UniProt		
GO:0022607	UniProtKB	Q86U70	LDB1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000139562	P	LIM domain-binding protein 1	LDB1_HUMAN|LDB1|CLIM2	protein	taxon:9606	20160409	Ensembl		
GO:0043973	UniProtKB	Q86U70	LDB1		GO_REF:0000024	ISS	UniProtKB:P70662	P	LIM domain-binding protein 1	LDB1_HUMAN|LDB1|CLIM2	protein	taxon:9606	20101229	BHF-UCL		
GO:0002949	UniProtKB	Q86U90	YRDC		GO_REF:0000033	IBA	PANTHER:PTN000426057	P	YrdC domain-containing protein, mitochondrial	YRDC_HUMAN|YRDC|DRIP3|IRIP	protein	taxon:9606	20140919	GO_Central		
GO:0005451	UniProtKB	Q86UD5	SLC9B2		Reactome:R-HSA-2889070	TAS		F	Mitochondrial sodium/hydrogen exchanger 9B2	SL9B2_HUMAN|SLC9B2|NHA2|NHEDC2	protein	taxon:9606	20150207	Reactome		
GO:0001672	UniProtKB	Q86UE8	TLK2		PMID:12660173	IDA		P	Serine/threonine-protein kinase tousled-like 2	TLK2_HUMAN|TLK2	protein	taxon:9606	20030805	UniProt		
GO:0034040	UniProtKB	Q86UK0	ABCA12		PMID:16007253	IC	GO:0005319	F	ATP-binding cassette sub-family A member 12	ABCAC_HUMAN|ABCA12|ABC12	protein	taxon:9606	20140528	BHF-UCL	occurs_in(CL:0000312),occurs_in(UBERON:0007376),has_direct_input(CHEBI:36500)	
GO:0035627	UniProtKB	Q86UK0	ABCA12		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000084523	P	ATP-binding cassette sub-family A member 12	ABCAC_HUMAN|ABCA12|ABC12	protein	taxon:9606	20160409	Ensembl		
GO:0002071	UniProtKB	Q86UL3	GPAT4		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000127325	P	Glycerol-3-phosphate acyltransferase 4	GPAT4_HUMAN|GPAT4|AGPAT6|UNQ551/PRO1108	protein	taxon:9606	20160409	Ensembl		
GO:0006931	UniProtKB	Q86UP6	CUZD1		PMID:15184879	NAS		P	CUB and zona pellucida-like domain-containing protein 1	CUZD1_HUMAN|CUZD1|UNQ224/PRO257	protein	taxon:9606	20060403	UniProt		
GO:0032023	UniProtKB	Q86UP6	CUZD1		GO_REF:0000024	ISS	UniProtKB:P70412	P	CUB and zona pellucida-like domain-containing protein 1	CUZD1_HUMAN|CUZD1|UNQ224/PRO257	protein	taxon:9606	20060424	UniProt		
GO:0035303	UniProtKB	Q86US8	SMG6		PMID:15721257	TAS		P	Telomerase-binding protein EST1A	EST1A_HUMAN|SMG6|C17orf31|EST1A|KIAA0732	protein	taxon:9606	20060317	HGNC		
GO:0030827	UniProtKB	Q86UT5	PDZD3		PMID:11950846	TAS		P	Na(+)/H(+) exchange regulatory cofactor NHE-RF4	NHRF4_HUMAN|PDZD3|IKEPP|NHERF4|PDZK2|DLNB27	protein	taxon:9606	20061117	UniProt		
GO:0035003	UniProtKB	Q86UT5	PDZD3		PMID:11950846	IDA		C	Na(+)/H(+) exchange regulatory cofactor NHE-RF4	NHRF4_HUMAN|PDZD3|IKEPP|NHERF4|PDZK2|DLNB27	protein	taxon:9606	20061117	UniProt		
GO:0030729	UniProtKB	Q86V21	AACS		Reactome:R-HSA-5694494	TAS		F	Acetoacetyl-CoA synthetase	AACS_HUMAN|AACS|ACSF1	protein	taxon:9606	20150521	Reactome		
GO:0097003	UniProtKB	Q86V24	ADIPOR2		PMID:12802337	IDA		F	Adiponectin receptor protein 2	ADR2_HUMAN|ADIPOR2|PAQR2	protein	taxon:9606	20150429	UniProt		
GO:0021503	UniProtKB	Q86V48	LUZP1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000130758	P	Leucine zipper protein 1	LUZP1_HUMAN|LUZP1	protein	taxon:9606	20160409	Ensembl		
GO:0043262	UniProtKB	Q86VD7	SLC25A42		PMID:19429682	IDA		F	Mitochondrial coenzyme A transporter SLC25A42	S2542_HUMAN|SLC25A42	protein	taxon:9606	20120507	UniProt		
GO:0000026	UniProtKB	Q86VD9	PIGZ		PMID:15208306	IMP		F	GPI mannosyltransferase 4	PIGZ_HUMAN|PIGZ|SMP3	protein	taxon:9606	20061204	UniProt		
GO:1904219	UniProtKB	Q86VE9	SERINC5		GO_REF:0000024	ISS	UniProtKB:Q63175	P	Serine incorporator 5	SERC5_HUMAN|SERINC5|C5orf12	protein	taxon:9606	20150515	BHF-UCL		
GO:1904222	UniProtKB	Q86VE9	SERINC5		GO_REF:0000024	ISS	UniProtKB:Q63175	P	Serine incorporator 5	SERC5_HUMAN|SERINC5|C5orf12	protein	taxon:9606	20150515	BHF-UCL		
GO:0070856	UniProtKB	Q86VI3	IQGAP3		PMID:21299499	IPI	UniProtKB:P14649	F	Ras GTPase-activating-like protein IQGAP3	IQGA3_HUMAN|IQGAP3	protein	taxon:9606	20140908	UniProt		
GO:0015307	UniProtKB	Q86VL8	SLC47A2		Reactome:R-HSA-434650	TAS		F	Multidrug and toxin extrusion protein 2	S47A2_HUMAN|SLC47A2|MATE2	protein	taxon:9606	20150207	Reactome		
GO:0000814	UniProtKB	Q86VN1	VPS36		PMID:20588296	TAS		C	Vacuolar protein-sorting-associated protein 36	VPS36_HUMAN|VPS36|C13orf9|EAP45|CGI-145	protein	taxon:9606	20160118	ParkinsonsUK-UCL		
GO:0043328	UniProtKB	Q86VN1	VPS36		GO_REF:0000033	IBA	PANTHER:PTN000319648	P	Vacuolar protein-sorting-associated protein 36	VPS36_HUMAN|VPS36|C13orf9|EAP45|CGI-145	protein	taxon:9606	20150619	GO_Central		
GO:0070695	UniProtKB	Q86VS8	HOOK3		PMID:18799622	IDA		C	Protein Hook homolog 3	HOOK3_HUMAN|HOOK3	protein	taxon:9606	20090615	UniProt		
GO:0047493	UniProtKB	Q86VZ5	SGMS1		PMID:14685263	IDA		F	Phosphatidylcholine:ceramide cholinephosphotransferase 1	SMS1_HUMAN|SGMS1|MOB|SMS1|TMEM23	protein	taxon:9606	20040223	UniProt		
GO:1901991	UniProtKB	Q86W33	TPRA1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000063042	P	Transmembrane protein adipocyte-associated 1	TPRA1_HUMAN|TPRA1|GPR175|TMEM227|PP6566	protein	taxon:9606	20160409	Ensembl		
GO:0052907	UniProtKB	Q86W50	METTL16		GO_REF:0000033	IBA	PANTHER:PTN000333539	F	Methyltransferase-like protein 16	MET16_HUMAN|METTL16|METT10D	protein	taxon:9606	20150121	GO_Central		
GO:0004649	UniProtKB	Q86W56	PARG		PMID:15450800	IDA		F	Poly(ADP-ribose) glycohydrolase	PARG_HUMAN|PARG	protein	taxon:9606	20041115	UniProt		
GO:0047658	UniProtKB	Q86WA6	BPHL		Reactome:R-HSA-6784959	TAS		F	Valacyclovir hydrolase	BPHL_HUMAN|BPHL|MCNAA	protein	taxon:9606	20150914	Reactome		
GO:2000212	UniProtKB	Q86WG3	ATCAY		PMID:16899818	IDA		P	Caytaxin	ATCAY_HUMAN|ATCAY|KIAA1872	protein	taxon:9606	20120918	UniProt		
GO:0004458	UniProtKB	Q86WU2	LDHD		GO_REF:0000003	IEA	EC:1.1.2.4	F	Probable D-lactate dehydrogenase, mitochondrial	LDHD_HUMAN|LDHD	protein	taxon:9606	20160409	UniProt		
GO:0032608	UniProtKB	Q86WV6	TMEM173		PMID:19433799	IMP		P	Stimulator of interferon genes protein	STING_HUMAN|TMEM173|ERIS|MITA|STING	protein	taxon:9606	20101217	UniProt		
GO:0035438	UniProtKB	Q86WV6	TMEM173		PMID:22705373	IDA		F	Stimulator of interferon genes protein	STING_HUMAN|TMEM173|ERIS|MITA|STING	protein	taxon:9606	20130118	UniProt		
GO:0061507	UniProtKB	Q86WV6	TMEM173		GO_REF:0000024	ISS	UniProtKB:Q3TBT3	F	Stimulator of interferon genes protein	STING_HUMAN|TMEM173|ERIS|MITA|STING	protein	taxon:9606	20130222	UniProt		
GO:0051177	UniProtKB	Q86X24	HORMAD1		GO_REF:0000024	ISS	UniProtKB:Q9D5T7	P	HORMA domain-containing protein 1	HORM1_HUMAN|HORMAD1|NOHMA	protein	taxon:9606	20110429	UniProt		
GO:0060629	UniProtKB	Q86X24	HORMAD1		GO_REF:0000024	ISS	UniProtKB:Q9D5T7	P	HORMA domain-containing protein 1	HORM1_HUMAN|HORMAD1|NOHMA	protein	taxon:9606	20110429	UniProt		
GO:0060856	UniProtKB	Q86X29	LSR		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000001279	P	Lipolysis-stimulated lipoprotein receptor	LSR_HUMAN|LSR|LISCH	protein	taxon:9606	20160409	Ensembl		
GO:1904274	UniProtKB	Q86X29	LSR		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000001279	P	Lipolysis-stimulated lipoprotein receptor	LSR_HUMAN|LSR|LISCH	protein	taxon:9606	20160409	Ensembl		
GO:0034970	UniProtKB	Q86X55	CARM1		PMID:17898714	IMP		P	Histone-arginine methyltransferase CARM1	CARM1_HUMAN|CARM1|PRMT4	protein	taxon:9606	20090505	UniProt		
GO:0034971	UniProtKB	Q86X55	CARM1		GO_REF:0000024	ISS	UniProtKB:Q9WVG6	P	Histone-arginine methyltransferase CARM1	CARM1_HUMAN|CARM1|PRMT4	protein	taxon:9606	20110105	UniProt		
GO:0035642	UniProtKB	Q86X55	CARM1		GO_REF:0000024	ISS	UniProtKB:Q9WVG6	F	Histone-arginine methyltransferase CARM1	CARM1_HUMAN|CARM1|PRMT4	protein	taxon:9606	20110124	UniProt		
GO:1902415	UniProtKB	Q86X55	CARM1		GO_REF:0000019	IEA	Ensembl:ENSRNOP00000042739	P	Histone-arginine methyltransferase CARM1	CARM1_HUMAN|CARM1|PRMT4	protein	taxon:9606	20160409	Ensembl		
GO:0000257	UniProtKB	Q86X76	NIT1		PMID:9671749	TAS		F	Nitrilase homolog 1	NIT1_HUMAN|NIT1	protein	taxon:9606	20050308	PINC		
GO:0008700	UniProtKB	Q86XE5	HOGA1		GO_REF:0000024	ISS	UniProtKB:Q0P5I5	F	4-hydroxy-2-oxoglutarate aldolase, mitochondrial	HOGA1_HUMAN|HOGA1|C10orf65|DHDPSL	protein	taxon:9606	20110414	UniProt		
GO:0033609	UniProtKB	Q86XE5	HOGA1		PMID:21896830	IMP		P	4-hydroxy-2-oxoglutarate aldolase, mitochondrial	HOGA1_HUMAN|HOGA1|C10orf65|DHDPSL	protein	taxon:9606	20120710	BHF-UCL		
GO:0046105	UniProtKB	Q86XF0	DHFRL1		PMID:21876188	IDA		P	Dihydrofolate reductase, mitochondrial	DYRL1_HUMAN|DHFRL1|DHFRP4	protein	taxon:9606	20110916	UniProt		
GO:2000494	UniProtKB	Q86XR7	TICAM2		PMID:22685567	IMP		P	TIR domain-containing adapter molecule 2	TCAM2_HUMAN|TICAM2|TIRAP3|TIRP|TRAM	protein	taxon:9606	20130523	UniProt		
GO:0061618	UniProtKB	Q86XX4	FRAS1		GO_REF:0000024	ISS	UniProtKB:Q80T14	C	Extracellular matrix protein FRAS1	FRAS1_HUMAN|FRAS1|KIAA1500	protein	taxon:9606	20140522	BHF-UCL		
GO:2000659	UniProtKB	Q86Y07	VRK2		PMID:18286207	IMP		P	Serine/threonine-protein kinase VRK2	VRK2_HUMAN|VRK2	protein	taxon:9606	20110828	UniProt		
GO:0098542	UniProtKB	Q86YC3	NRROS		GO_REF:0000033	IBA	PANTHER:PTN000687657	P	Negative regulator of reactive oxygen species	NRROS_HUMAN|NRROS|LRRC33|UNQ3030/PRO9833	protein	taxon:9606	20160229	GO_Central		
GO:0009071	UniProtKB	Q86YJ6	THNSL2		PMID:17034760	ISS	UniProtKB:Q80W22	P	Threonine synthase-like 2	THNS2_HUMAN|THNSL2	protein	taxon:9606	20110715	BHF-UCL		
GO:0046360	UniProtKB	Q86YJ6	THNSL2		PMID:17034760	ISS	UniProtKB:Q80W22	P	Threonine synthase-like 2	THNS2_HUMAN|THNSL2	protein	taxon:9606	20110715	BHF-UCL		
GO:0004795	UniProtKB	Q86YJ6	THNSL2	NOT	GO_REF:0000033	IBA	PANTHER:PTN000816888	F	Threonine synthase-like 2	THNS2_HUMAN|THNSL2	protein	taxon:9606	20141126	GO_Central		
GO:0009088	UniProtKB	Q86YJ6	THNSL2	NOT	GO_REF:0000033	IBA	PANTHER:PTN000816888	P	Threonine synthase-like 2	THNS2_HUMAN|THNSL2	protein	taxon:9606	20141126	GO_Central		
GO:0035256	UniProtKB	Q86YM7	HOMER1		GO_REF:0000033	IBA	PANTHER:PTN000857479	F	Homer protein homolog 1	HOME1_HUMAN|HOMER1|SYN47	protein	taxon:9606	20140908	GO_Central		
GO:0048875	UniProtKB	Q86YM7	HOMER1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000078093	P	Homer protein homolog 1	HOME1_HUMAN|HOMER1|SYN47	protein	taxon:9606	20160409	Ensembl		
GO:2001257	UniProtKB	Q86YM7	HOMER1		PMID:14505576	TAS		P	Homer protein homolog 1	HOME1_HUMAN|HOMER1|SYN47	protein	taxon:9606	20120119	BHF-UCL		
